userID	bookID	weight
10118	0060739495	0
254498	8884510058	0
274308	0671528904	0
251844	0375507493	8
66485	0140366717	0
31226	1853262013	0
242037	0440242002	6
223210	0670865796	10
237895	0743427920	9
39467	8408027948	6
32889	030712004X	8
221796	0373710607	0
7440	0375700153	0
96054	0816708010	0
263877	0525942386	0
109427	0821762516	0
252126	0679456821	0
29855	0399143696	0
133771	0553280643	0
160558	006273251X	5
230522	0689806973	0
123947	3570121135	8
193560	0330029037	0
206695	0515126772	0
120548	0141180633	0
271448	0671624415	0
276018	3472611480	0
191033	0553377868	0
126531	5050055687	10
113904	0316199621	0
22991	3453199057	0
14521	0440234743	0
192806	0380570009	8
173018	0002252341	0
17766	2253034673	5
108237	0446516619	0
209204	0140440399	0
125411	034542896X	0
223210	0385299109	0
98391	0425199746	10
93059	0440221595	0
113519	0345465008	0
152016	0689873247	0
179030	0307263029	0
141600	0679735461	7
198621	0553273272	0
243967	1557091927	0
19969	0767908171	0
158318	3453164717	3
245102	0553271636	7
146113	0671836501	0
110973	0486264645	7
258777	0553572040	8
16916	0595264603	0
274812	3471772707	0
156534	0552996181	0
189334	0312140940	0
163759	0373240376	5
37208	1558746587	0
88677	0440213282	8
64261	0316693235	0
133897	0345322231	0
28111	0399146164	5
226965	0316881791	10
155753	880781028X	10
234108	0452280621	0
104665	0553289411	7
35857	0312270801	0
212467	0800715888	0
175636	037575993X	0
6330	0330480774	5
95527	0679847510	8
230522	038550120X	0
138529	0345356365	0
7158	0679459596	0
164828	0688084893	9
107453	0671525433	0
227168	0140440224	8
104443	0971005982	0
252007	0679444815	0
56271	0552131067	8
104624	0451204158	4
198711	0380793253	0
166782	0099263815	0
221327	0451202724	5
227538	0297765809	0
104362	0446606243	0
16795	006101432X	0
164096	0316579661	8
96936	0451210166	6
209875	0446356018	0
246247	0671701592	8
162639	0778320065	0
230106	0451408004	0
36609	0892964308	0
245373	0891073906	10
29259	0440400104	0
175536	0380727501	0
121251	1567512267	0
100846	0345422406	0
264657	0393091465	8
74172	2226086943	0
40316	0684810476	9
227447	1571201815	10
125692	044651652X	0
110912	1550548913	10
32627	0761525432	7
70996	8845205118	10
124078	0739401572	10
242106	0821772627	0
238179	0312963297	0
19424	067978157	9
76352	0060803797	0
136205	0061006009	0
158127	067946333X	7
56447	0345440633	0
253859	8422629895	7
247480	2253148474	0
78783	0425179184	0
227705	0425116417	9
95932	0671776134	0
190925	0373710127	0
82926	0425060772	0
94744	0764517600	5
278418	0440413699	0
60797	0553581279	5
127359	0849975824	0
75860	0446363251	0
238864	0330314971	0
62464	0451524497	9
209975	0670894184	0
187624	0449242072	8
258777	0425093328	9
42430	0312022824	0
139070	0375724427	0
145565	0440220459	8
139221	0684853523	0
169282	0679506268	0
25895	002047430X	5
153662	0373273169	0
140826	3775105670	10
18515	042516098X	5
195529	0440210690	0
56399	0224008080	10
154598	0071345663	0
6703	8472918726	0
148899	0553580221	10
198711	0439259819	0
225378	031227453x	9
213228	9601605177	6
116006	3404146468	0
23902	0671671197	9
13552	0553574574	0
165017	0140293248	7
275276	0140146490	10
28877	0451180887	0
36157	0345306317	7
131837	0226500578	0
243789	3325100670023	5
259811	0441172695	0
172742	0515134376	0
272445	0316569321	0
78783	0312929544	0
271284	0451138945	0
212898	0671794620	0
87742	0671434225	0
213350	1569310254	0
198711	0440473519	0
127129	0920663079	6
98391	0380818957	8
274808	0380778726	0
69697	0671689746	8
73893	0451406648	8
27650	0007100930	0
154476	0671795880	0
153662	0373196571	0
111286	0142003379	7
14521	0345440404	5
205980	014006690X	6
142524	0679309853	0
133260	0439087635	0
43388	0345427130	8
56856	0805000321	0
216724	0743419162	0
82831	1570827893	9
263460	0671870963	0
195374	081296666X	0
233853	0345409876	0
102967	1878093290	0
143820	0679409866	0
93085	0553569910	0
57006	0671782525	0
76818	038530028X	0
105795	8422680823	10
122045	0340551194	7
237577	0812567943	5
198726	0525945652	5
275970	087113361X	0
108264	0380818809	8
129716	1577311000	9
4545	8820033917	8
261237	085572255X	7
274935	0061099341	0
104018	058351149X	0
203017	0945528000	5
156414	9041300139	0
77025	9722017926	10
38995	0385474016	0
191720	3257225326	0
246671	0867211709	0
209756	0553263528	0
138995	0310465729	0
98391	031286874X	9
118478	068484477X	0
8362	0553273914	0
234205	0689851324	0
170229	0787902314	0
135247	8408038966	0
53174	0553583441	0
274301	0380718340	8
27947	0380817691	0
210035	0821741063	0
54035	140003180X	0
176785	0553573209	8
35859	068485080X	0
98741	1578561515	0
255489	1562514423	7
109574	0060924632	0
258185	0060511508	9
47396	0553278355	0
184965	8476695462	9
25466	2.02.028282.8	0
88733	1567310877	8
11676	3453170784	8
258240	0760712263	10
181077	0440214041	0
47076	0749322845	6
251097	8441000034	8
36606	0385480547	0
45557	0812551397	0
245007	0451160916	0
127429	1581180322	0
6431	0373825013	0
11676	0888012802	7
11676	0552998591	0
146722	0373835795	3
136585	2020220903	7
275970	1561631094	0
236058	014039012X	10
127506	0842347860	0
56447	1401088945	0
179744	0060927860	0
62558	0441001971	7
185497	0679735771	0
40943	0553575090	0
118587	0887306357	0
56856	0156011352	0
238781	0446394521	0
148514	0896939758	10
218064	0425185478	0
36836	0061315729	0
147037	0312140940	9
162882	0805063897	8
258913	3442723434	0
8936	0425180638	0
154137	0679886966	0
69697	0373078315	0
149934	0449221490	0
94923	0553486306	0
180586	034540288X	0
142556	0060976845	0
259625	0394870239	0
185233	051513628X	0
164533	0553377868	7
73681	068483068X	9
139884	9879397274	5
29419	0440978505	0
36606	0553279912	0
269566	0441478123	0
269321	0060519711	8
60263	0884047725	0
55548	0684183382	0
179490	8807812800	6
131594	0807029181	0
266753	043936213X	0
66385	0515118656	0
110029	0192815687	0
118275	0446612650	8
242824	0373241143	0
269890	0553571583	0
244494	0060976845	10
112001	0821738194	0
110483	0373240880	0
268022	0876054556	0
81393	0380784157	9
245963	0821761196	0
68249	0877958416	8
57234	0684865459	8
251843	0743439953	0
29453	1573220256	0
233019	0440219760	7
50526	0896930807	0
129716	1400061776	0
211770	0061097314	8
35458	3423780819	7
87704	9722020129	0
257204	0345320549	0
53577	055357681X	0
117111	0919950019	0
28523	0380709546	0
23999	3932069854	0
35859	0061054267	0
186715	0898690419	10
230522	155972272X	0
130474	0449147304	0
254206	0446362379	10
233911	0786913541	0
233578	0671623249	9
16974	0870114638	6
238887	0380728052	7
100113	3423706554	0
184299	0525935878	0
157247	0330415050	4
60244	0312200277	0
160735	0446363707	0
230232	3100970918	8
1155	0446607835	8
208147	0515126489	0
250510	0399131493	0
41841	0871138190	0
11724	067152819X	7
16106	0440224705	0
155141	0451203895	0
138167	0425064735	0
264321	0553381466	0
35859	0312978707	0
266056	0312199430	0
30276	0373652305	0
191707	3407305281	0
246671	0140430032	0
228764	0671888587	0
195100	0446525804	4
111174	0312421001	0
129358	0425186857	0
206534	0375503838	0
160819	0525247254	0
256167	0451120035	0
182993	0395536804	10
35859	0671606875	0
267635	0671799568	0
56959	0935182713	10
105979	0875346529	0
273113	0515103969	5
187145	0385494149	0
210574	0028610520	0
278390	0804106304	0
202652	0140318143	0
145641	0451161394	0
168322	88070816121	2
164584	0743225406	8
43842	0375507760	0
241006	0515134279	8
224764	1575667614	0
248669	0440216818	0
166123	0449227545	0
181687	0312278586	9
146230	0590420356	10
178181	1568990286	0
142093	0446610968	0
69808	2070367592	0
76350	0140390219	7
216444	9055580147	0
152483	8804390298	9
119517	0553564528	0
159868	0440216419	9
82317	0515124060	0
117912	0446341290	0
17667	0595176364	0
40943	0553280341	0
271284	0310214696	0
274004	0385509553	0
40604	0446673544	9
261105	225314911X	0
261829	0425192725	0
58062	1559580968	6
211426	0446364622	0
150498	0801650879	10
247447	0965922804	10
138844	0743237188	10
109780	0786868015	0
190844	067100042X	0
40417	0316789976	6
70700	0553111337	0
100459	039395272X	7
82831	2715904665	0
179772	0743212002	0
25395	05553104136	4
37288	0689846363	0
138073	0836230876	0
98391	0451458273	0
86189	0441004016	8
233430	0385479700	0
210717	0743235177	0
218638	0688084923	0
162030	006001203X	8
52293	0446362778	0
11676	0440416884	0
152354	0446605484	0
219546	0671690582	7
46145	051716213X	0
177090	0515132020	8
102967	1551669471	0
35859	067942007X	0
224360	000651409X	0
112881	0345366891	0
156736	0553298968	7
62654	0375725784	0
212898	0449148513	0
258160	0802131786	0
219389	8388074032	5
229551	0373441754	0
65102	0066620732	7
158714	067102423X	0
198711	0440900034	0
35859	0373705697	0
36606	0553269674	0
107326	0671656155	9
76499	0684848015	10
44268	0553277758	0
211292	0684872153	8
219008	0316601950	0
183196	067101465X	0
242816	0451197747	7
240727	0671741195	10
161348	0553571915	0
124888	8497593480	8
234828	0345379365	0
78834	1568360185	0
166596	0316096199	0
49889	038080719X	8
156534	0140282599	7
188796	0872201368	10
35859	0449148998	0
158627	8435060187	7
60244	0446613711	0
52199	0380809176	0
142454	3499264447	0
140069	0394740815	9
130571	0553579436	0
110702	0399142487	9
268330	0822007355	0
11676	0440225078	0
219028	0671001752	0
224904	0385491093	0
7248	006050225	0
76352	0393324761	0
192119	0671027360	9
185147	0451183665	0
135360	0345311485	10
170634	059090728X	0
217318	0771055706	10
89843	0596000103	10
21014	0385504209	0
236283	0440218535	0
79527	0671729462	0
52199	0671498398	0
171118	0515091936	0
276017	0515136379	7
11676	0060564512	8
11676	8432215015	0
89891	8481303895	0
11676	0882662066	10
142039	0671017586	4
219546	0446611867	0
136509	0380699877	0
20410	0671007610	5
175216	0374100128	6
187762	0836218515	10
212923	0446532452	0
11676	0671025333	2
151272	0821772953	7
21080	0805003169	10
15589	227721082X	0
67515	044920023X	0
172030	0843946660	0
181076	0060192704	7
236149	0743218779	9
197659	0553292714	8
136326	0451163524	0
90090	0440435013	0
212898	0061006483	0
125039	0385475713	0
112831	0192834576	10
152738	1575668203	0
176459	0060928336	0
226545	0380897393	0
210945	0971880107	0
142121	0061015725	7
187863	0385720106	5
79441	0399900144	8
26621	0060928336	7
165232	0843946660	0
15784	0671434225	0
167327	0312278586	10
207616	0316693235	8
165751	0971880107	0
252356	0385474016	0
240054	0971880107	1
143659	0553580221	9
154129	0446356018	7
265904	0971880107	4
31999	0671776134	9
39616	0440216419	0
185275	0316601950	0
209373	0553279912	6
232131	0671027360	7
38308	0440218535	6
128354	0971880107	0
133747	0060928336	0
242637	0385504209	6
239692	006001203X	0
94074	0440234743	0
127417	0553273914	0
81854	0971880107	0
250018	0446363251	0
127200	0060928336	0
78783	0671689746	0
211426	0440221595	0
69697	0451203895	0
205980	0553273914	0
192119	0804106304	0
129373	0060976845	0
29855	0440224705	0
123981	0316601950	0
138515	0312278586	6
46154	0375725784	9
192158	0451203895	5
75560	068484477X	7
128404	043936213X	0
20115	0515132020	0
265115	0553564528	10
51883	0060976845	0
101131	0671656155	0
85992	0440219760	8
30336	0060976845	3
211430	0316601950	0
46295	0061015725	9
212219	0771055706	0
152645	0345427130	0
37712	0061015725	0
219752	0971880107	7
272188	0380778726	8
69963	0312421001	10
199063	0971880107	0
207349	0671870963	0
123430	0688084893	0
190479	068484477X	0
104665	0440214041	7
114544	0060928336	4
45557	0385720106	0
89014	067946333X	0
27472	0060928336	10
205517	0440214041	7
267802	0971880107	0
114988	0312199430	0
173486	0316693235	8
134264	0553581279	6
114544	0316601950	6
239955	0374100128	8
95932	0451524497	0
265313	0380718340	0
214042	0515134279	0
81977	0553273914	0
127233	0440218535	0
140087	0971880107	0
230522	0671623249	8
209985	0971880107	0
66912	0440214041	8
116122	0066620732	0
119590	0316569321	0
87141	042516098X	0
227681	0060976845	6
44290	0316789976	5
131046	0804106304	0
158295	044651652X	0
37817	0061015725	9
198564	0553580221	0
135466	0671027360	10
36836	0743225406	0
31556	0425180638	0
53418	0971880107	0
128835	0425093328	0
210792	0679444815	0
234828	0671025333	0
38074	0440214041	9
268171	0441004016	9
206567	0446673544	2
123625	0446356018	0
147965	0345409876	10
244622	0140293248	9
76532	140003180X	7
125571	0771055706	0
85426	0316096199	0
181687	0743237188	7
14521	034540288X	0
30972	0380718340	0
81560	0552131067	9
101900	0971880107	0
266865	0971880107	0
45879	0061015725	8
90391	0743237188	0
59912	0452280621	3
265313	044651652X	0
139937	0312278586	5
96679	0385474016	0
194539	0553273914	0
227447	055357681X	0
100035	0671888587	0
90066	0385504209	0
201141	0553377868	8
266226	0380718340	0
227447	0451197747	0
206567	0060976845	8
246655	0345440404	0
73394	0553564528	0
202764	0971880107	0
82893	0345356365	0
242977	0060928336	0
14521	014039012X	0
124915	0060928336	7
11187	0385504209	7
247336	0684872153	10
26706	0971880107	3
32440	0345379365	0
101910	0451183665	0
150915	0971880107	4
236235	0380817691	10
98893	0971880107	0
163190	0316693235	0
175003	0515136379	0
259260	0440216419	0
64092	0446611867	0
131594	068484477X	0
126395	0446363707	0
222819	0399142487	0
20350	0375725784	9
51883	0345379365	5
41080	068484477X	9
173357	0671027360	0
229768	0446363251	0
36606	0440221595	0
162646	0971880107	0
11676	0446363251	10
35596	0060976845	7
81318	0060976845	8
240144	0440234743	0
51783	0385474016	0
166079	0446611867	9
265759	0385504209	0
11916	0805063897	9
239552	0971880107	0
181691	0140293248	0
168822	0553377868	0
31315	044651652X	0
52532	0060928336	7
93795	0971880107	0
87141	067102423X	0
54564	0515126772	0
187618	0971880107	0
12331	0971880107	0
109502	0805063897	6
105745	8497593480	7
271448	0385720106	0
249111	0553292714	0
41013	0451197747	0
168133	0316601950	8
230708	0449227545	0
163973	0553271636	8
252820	0671027360	0
182085	0452280621	9
193778	0380793253	10
127233	0312278586	0
185233	0515136379	0
253855	0671027360	5
123510	0671027360	9
140133	0671741195	7
126736	0671741195	6
170575	0373240880	0
98887	0441172695	9
250764	0671782525	0
